business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,categories
bkwXWFCRGra9q2lfYDTIBA,Sakura Japanese Restaurant,8409 Chippewa Rd,Brecksville,OH,44141,41.3207698,-81.6227735,3,36,"Thai, Sushi Bars, Restaurants, Japanese, Asian Fusion, Food"
EpJhRvkGDFE-GDPHM32klw,Aladdin's Eatery,151 Crocker Park Blvd,Westlake,OH,44145,41.45942,-81.950945,4,92,"Middle Eastern, Restaurants, Mediterranean"
KJva9u5Zu7_tyZrjYBFnIg,Hazel's Family Restaurant,615 Cleveland St,Elyria,OH,44035,41.376773,-82.078887,4,11,"Fast Food, American (Traditional), Restaurants"
6hKY8sj-ikAQdzrkrBcvuQ,Cafe io,300 Beverly Rd,Pittsburgh,PA,15216,40.3889009,-80.0498904,4,106,"American (Traditional), Restaurants, Cafes, American (New), Delis"
mlqdbe7cC5xgg0KSSPyasA,Penn Station East Coast Subs,6261 Pearl Rd,Cleveland,OH,44130,41.390989,-81.760691,3.5,8,"Cheesesteaks, Salad, Sandwiches, Restaurants"
ZWcXoh_RO7rT2DdcyOzyfQ,Buckeye Beer Engine,15315 Madison Ave,Lakewood,OH,44107,41.4771044,-81.804288,4,374,"Restaurants, Burgers, Bars, American (Traditional), Food, Pubs, Breweries, Nightlife"
Bv1AGJ3p_X35tqUcVDrpHg,China King,33125 Center Ridge Rd,North Ridgeville,OH,44039,41.40475,-81.982606,3.5,13,"Restaurants, Chinese, Food"
y2mBivRTM8SLzEvaw7ZycA,Speak of the Devil,201 W 5th St,Lorain,OH,44052,41.4663512,-82.1766106,5,8,"Restaurants, Bars, Nightlife"
2ktZ89dpmOAhBcECa6Ml2g,Dunkin' Donuts,3980 William Penn Hwy,Murrysville,PA,15668,40.4276635,-79.6948472,4,15,"Restaurants, Coffee & Tea, Donuts, Food"
Xra1TtWtf069Am5hHWs3Ug,Pepper's Italian Restaurant,12401 Detroit Ave,Lakewood,OH,44107,41.4840494,-81.7754021,4,184,"Restaurants, Pizza, Salad, Italian"
QIXz6e0SZ4okLBFBsO79_Q,ACE Hotel Pittsburgh,120 S Whitfield St,Pittsburgh,PA,15206,40.4612819,-79.9264254,4,80,"Hotels & Travel, Restaurants, Nightlife, Bars, American (Traditional), Hotels, Food, Cocktail Bars, American (New), Event Planning & Services, Coffee & Tea, Venues & Event Spaces"
dLAxjXghBijV6krvKt1RHQ,Bella Ria's,5336 Perry Hwy,West View,PA,15229,40.511575,-80.03046,4.5,46,"Breakfast & Brunch, Restaurants, American (Traditional), Italian"
Hs68UjZqsTncXTT7V0J9fg,Salmon Dave's Pacific Grille,19015 Old Lake Rd,Rocky River,OH,44116,41.483264,-81.833091,4,82,"Bars, Cocktail Bars, American (Traditional), Sandwiches, Nightlife, Restaurants, Seafood"
GiqQniByPQZJcwU6yvlgeQ,Poison Berry Bakery,12210 Larchmere Blvd,Cleveland,OH,44120,41.487673,-81.597094,4.5,32,"Cupcakes, Vegan, Breakfast & Brunch, Bakeries, Food, Desserts, Restaurants"
faTB5Lg-blm8MG-y6KUOrg,Verona Village Inn,551 Wildwood Ave,Verona,PA,15147,40.502456,-79.837574,4.5,81,"Italian, Restaurants, Seafood"
s_7R8WNq6LzCMxk8sd8cqQ,The Kitchen Counter at Whole Foods,13998 Cedar Rd,University Heights,OH,44118,41.5008897,-81.5368155,4.5,11,"Restaurants, Breakfast & Brunch, Vegetarian, American (New)"
8v66rFpXa87u2jRGOn8ZfA,TGI Fridays,10320 Cascade Xing,Brooklyn,OH,44144,41.4246769,-81.7594585,2.5,48,"Nightlife, Burgers, Italian, Restaurants, Bars, Fast Food, American (Traditional), American (New)"
Tr8TJnMoSgBvfZvmCx9-eQ,The Franklin Inn,2313 Rochester Rd,Pittsburgh,PA,15237,40.5783131,-80.0781165,3.5,124,"Mexican, Ethnic Food, Food, Restaurants, Specialty Food"
-DU8jf5nA1_yaOqsKsLqmw,Tiffany's Pizza,5035 Turney Rd,Cleveland,OH,44125,41.4240289,-81.6107215,4,9,"Pizza, Sandwiches, Restaurants"
MSc5pybthcvHa0g_lg5wuQ,Dewey's Pizza,2194 Lee Rd,Cleveland Heights,OH,44118,41.4999493,-81.5655977,4.5,155,"Pizza, Restaurants"
GEpavUjzVf5ATsGYkPu0WA,Orbis Caffe,675 Washington Rd,Pittsburgh,PA,15228,40.3811007,-80.0443322,3.5,54,"Bakeries, Restaurants, Wraps, American (New), Coffee & Tea, Food"
8995N0iamENbaMr6lKcqUw,Pasquale's Pizzeria,100 Bettis Rd,Dravosburg,PA,15034,40.3565449,-79.896124,4,14,"Pizza, Restaurants"
05PTbx6aKooHkL-73PkzIQ,Strongsville Deli Stop,20942 Drake Rd.,Strongsville,OH,44149,41.2903472699,-81.8576607158,3,7,"Convenience Stores, Beer, Wine & Spirits, Restaurants, Food, Delis"
OCxl56kc8QcxxA-uLxNfIw,Guthrie's Chicken Fingers,3465 Steelyard Dr,Cleveland,OH,44109,41.4600681,-81.6903589,4,67,"American (New), Chicken Wings, Restaurants, Fast Food"
de2E6-wKURd0RLJaq8mrTg,Happy's Pizza,15020 Puritas Ave,Cleveland,OH,44135,41.4345741272,-81.8018722534,2,16,"Pizza, American (Traditional), Restaurants, Barbeque, Chicken Wings"
3Cbl3_Lm1ahwxbBvq--rFg,Gianni's Pizza - Hankey Farms/Oakdale,7780 Steubenville Pike,Oakdale,PA,15071,40.4401689,-80.2104237,3,5,"Fast Food, Pizza, Food Delivery Services, Sandwiches, Food, Restaurants, Salad, Chicken Wings"
gRTEQPvX3s1WzFhOPNbVeg,Fox's Pizza Den,4400 Old William Penn Hwy,Monroeville,PA,15146,40.4452406,-79.7648453,3,9,"Food Delivery Services, Sandwiches, Pizza, Food, Restaurants"
0YF6uMohfi6rVRPRfrjWLg,Romeo's Pizza,2283 W Market St,Akron,OH,44313,41.1178203093,-81.5880227023,4,9,"Pizza, Restaurants"
M6BiGk76UgrYBM2sGPusUA,Maing Wok Kitchen,35085 Center Ridge Rd,North Ridgeville,OH,44039,41.3927807,-82.0064238,3,10,"Chinese, Restaurants"
HNbX93hyrua2p6LO4IwdHA,Taco Bell,1690 Cochran Rd,Pittsburgh,PA,15220,40.391243,-80.060459,2.5,15,"Mexican, Restaurants, Fast Food, Tex-Mex"
EOghCHtoyxJQnVZnvKxmNQ,Dianna's Deli & Restaurant,1332 W 117th St,Lakewood,OH,44107,41.4855668,-81.7692108,2.5,60,"Delis, Diners, Restaurants, Breakfast & Brunch"
sX4NYiqGL8PeuOTTKwiGcw,Denny's,1681 Home Ave,Akron,OH,44310,41.1165588232,-81.4846301079,1.5,50,"American (Traditional), Breakfast & Brunch, Restaurants, Diners"
B7pcNWBNTXl4WZ22Y-2x6A,Coughlin's Law Kitchen and Ale House,10 Virginia Ave,Pittsburgh,PA,15211,40.4293423,-80.0065687,3.5,85,"American (New), Restaurants"
x-ZnHkRIhpGwZ_7VwiKlRg,Crostatas Rustic Pizza,558 Bishop Rd,Highland Heights,OH,44143,41.552207,-81.478738,4.5,158,"Pizza, Restaurants, Italian"
gTRTzLhbl2uDd_JvB4PsyQ,China Palace,4059 William Penn Hwy,Monroeville,PA,15146,40.4402927,-79.7697926,3.5,35,"Chinese, Food, Restaurants"
_P-N2rDIJ2kHTPstjUWByQ,Golden Ginger,133 Broad St,Elyria,OH,44035,41.368046,-82.100988,4.5,17,"Restaurants, Chinese"
3Sm8GncbpIwnCE2M55TIbA,Fox's Pizza Den,3356 Rte 130,Harrison City,PA,15636,40.355522,-79.651407,4.5,3,"Sandwiches, Pizza, Restaurants"
LH9YFarEKe_ByAl6xeeegQ,Big Shot Bob's House of Wings - Avalon,344 Union Ave,Pittsburgh,PA,15202,40.5036913,-80.0618465,4.5,97,"Sandwiches, Chicken Wings, Burgers, Restaurants"
egxK8E9T6MWLxJyD_iCIVQ,China Palace,409 Broad St,Sewickley,PA,15143,40.5398354576,-80.1812363073,3,45,"Chinese, Sushi Bars, Asian Fusion, Restaurants"
Pc9CJBuQgtBU_ddPz4c-LA,Skyway Drive-In Restaurant,2781 W Market St,Fairlawn,OH,44333,41.1258065,-81.6041271,4,47,"Burgers, Restaurants, Fast Food"
Nd9wb5CZIakwnnq8l0mhjg,Jimmy John's,1938 Euclid Ave,Cleveland,OH,44115,41.5013468,-81.6768491,2,5,"Food Delivery Services, Food, Restaurants, Delis, Sandwiches"
kzCG-KC3YVrQs7l-0d0b1w,Jet's Pizza,1810 Dormont Ave,Pittsburgh,PA,15216,40.398472,-80.044309,3.5,49,"Pizza, Restaurants"
-ORqiS4L-8pq3dLsUazXTg,Asian House,"1300 Hoffman Blvd, Ste 1808",West Mifflin,PA,15122,40.3836653131,-79.8676539436,4,8,"Ethnic Food, Chinese, Restaurants, Thai, Food, Specialty Food"
uAWzy09FzoEotAtbHsQcwQ,Panera Bread,6130 Kruse Dr,Solon,OH,44139,41.392065,-81.442852,2,42,"Sandwiches, Food, Bagels, Salad, Breakfast & Brunch, Soup, Bakeries, Restaurants, Cafes"
wuyJfCF5gWyz9yrFMaGczQ,The Pub At 333,333 Allegheny Ave,Oakmont,PA,15139,40.5161463892,-79.8436709893,3.5,73,"Pubs, Pizza, Nightlife, American (New), Restaurants, Bars"
sH0IBENjMdWMEjqEfep0Qw,Romeo's Pizza,31 Erie Rd,Tallmadge,OH,44278,41.1004189,-81.4375,2,4,"Restaurants, Pizza"
p2OvNFiFKnRoWSRON4-lcA,Bistro Du Beaujolais,8134 Columbia Rd,Olmsted Falls,OH,44138,41.3739499,-81.9020698,4.5,52,"Bars, Restaurants, Food, Wine Bars, Nightlife, French, Specialty Food, Ethnic Food"
0vAHRd4Xlsdx3fHV8JCRBQ,Mineo's Pizza House,713 Washington Rd,Pittsburgh,PA,15228,40.3798216,-80.04468,3.5,55,"Restaurants, Pizza"
2mjwx7w6IN_BoHG5iy8IGg,Subway,5900 Som Center Rd,Willoughby,OH,44094,41.607152,-81.441002,3.5,5,"Fast Food, Sandwiches, Restaurants"
7DHR5jNMtoWTvf1Zuos5Ng,Pizza Hut,2300 Cooper-Foster Rd,Lorain,OH,44053,41.4186021,-82.2077892,3,8,"Chicken Wings, Pizza, Restaurants, Italian"
GN0LE1tKNoT0UeWrUU-cbA,Local Craft Kitchen + Bar,1000 Airport Blvd,Pittsburgh,PA,15231,40.495999873,-80.255279839,3,9,"Bars, Beer Bar, Restaurants, Nightlife"
DAC6WWj-a6uKp3yxYQZfGQ,Holiday Inn Cleveland-S Independence,6001 Rockside Rd,Independence,OH,44131,41.3972155,-81.649143,2.5,36,"Venues & Event Spaces, Resorts, Hotels & Travel, Event Planning & Services, Hotels, Restaurants"
ZP39Z9C9l47QaiiXlRSrNA,Blue North,1701 Duncan Ave,McCandless,PA,15101,40.5672988245,-80.0002830514,3.5,27,"American (New), Restaurants, Bars, Nightlife, Wine Bars"
MnveklSsns2LyYj4Mrx84g,Finn McCools,1501 E Carson St,Pittsburgh,PA,15203,40.4289137,-79.9833396,3,14,"Restaurants, American (New)"
Jz7AMVjqHX0f8FPNjha_uA,The Rib Cage,1830 W 25th St,Cleveland,OH,44113,41.4861069,-81.705329,3.5,12,"Barbeque, Nightlife, Smokehouse, Bars, Food, American (Traditional), Restaurants"
_T2Aa3Vf5t68PqqxvzoX0Q,Osteria Pasqualino,4430 William Penn Hwy,Murrysville,PA,15668,40.42496,-79.66994,3.5,58,"Italian, Pizza, Restaurants"
mQ_aMzTnkHSpbgdnOryeDA,Hook Fish & Chicken,6960 5th Ave,Pittsburgh,PA,15208,40.4583807,-79.9078776,3.5,14,"Restaurants, Chicken Wings"
Z1ZVUWKxPd1r2sZ_XBa5eQ,Midtown Tavern,623 North Ave,Millvale,PA,15209,40.4860037,-79.9734995,4,3,"Nightlife, Sports Bars, Dive Bars, American (Traditional), Restaurants, Bars"
SFgBVh5txmYgz5qaz67mxg,Olmsted Falls Sunoco,9796 Columbia Rd,Olmsted Falls,OH,44138,41.3511184,-81.9054547,4.5,24,"Middle Eastern, Delis, Specialty Food, Gas Stations, Donuts, Sandwiches, Restaurants, Food, Automotive"
Lx2iogriI7219WkgKgliAQ,Noble Beast Brewing,1470 Lakeside Ave E,Cleveland,OH,44114,41.5077833975,-81.6863898933,4.5,114,"Nightlife, Restaurants, Pubs, Bars, Breweries, Brewpubs, Food, American (New)"
dfVmClBit5Hd7u9_lFY1Lg,Penn Station East Coast Subs,808 Liberty Ave,Pittsburgh,PA,15222,40.4425142,-79.9987478,3,29,"Sandwiches, Restaurants, Cheesesteaks, American (Traditional)"
dmu1wM0CRgeoTIUXFihU7Q,QDOBA Mexican Eats,11324 Euclid Ave,Cleveland,OH,44106,41.5084005413,-81.6054528952,3,30,"Event Planning & Services, Fast Food, Mexican, Caterers, Restaurants"
Tl9h-Qev_OymQ7XB1kbKnw,Master Pizza,2736 Medina Rd,Medina,OH,44256,41.1359790477,-81.7855059105,3.5,12,"Restaurants, Italian, Chicken Wings, Pizza"
EOo2My0Wt-h942RbNRzEFQ,The Pizza Company,3502 Main St,Munhall,PA,15120,40.3857336,-79.9033037,3.5,15,"Salad, Pizza, Restaurants"
G32N8Tr2LyvHl4FnUTt5pg,Ginza,4734 Liberty Ave,Pittsburgh,PA,15224,40.4613249,-79.9488459,4,137,"Sushi Bars, Japanese, Restaurants"
bF1BnDBMLDeoJw7ani315A,KFC,4306 Ohio River Blvd,Bellevue,PA,15202,40.4887,-80.0572,2,6,"Chicken Wings, Chicken Shop, Restaurants, Fast Food"
Pl4SdIP1jWjoF0RKwPsnZw,5th Avenue Deli & Grill,27040 Cedar Rd,Beachwood,OH,44122,41.4978941347,-81.4896870912,3.5,11,"American (New), Delis, American (Traditional), Restaurants, Middle Eastern, Breakfast & Brunch"
mt9mrG8wALTzD3YYGim3mQ,City Works - Pittsburgh,2 Ppg Pl,Pittsburgh,PA,15222,40.4404255,-80.0032706,3,238,"American (New), Pubs, Beer Bar, American (Traditional), Restaurants, Nightlife, Sports Bars, Bars"
y_Oig8XBVyyOJ-r_m95ABg,Wendy's,60 Towne Square Way,Pittsburgh,PA,15227,40.3675100199,-79.9829501286,2.5,3,"Fast Food, Restaurants"
HCMwXgLZ94pKGfNr-Zt57w,Bakers Square,7800 Plaza Blvd,Mentor,OH,44060,41.6581245,-81.3652755,4,22,"Food, Desserts, Breakfast & Brunch, Bakeries, Restaurants, American (Traditional)"
pTNatiVBoVnx2w2kwaD66g,Billy's Roadhouse,10150 Old Perry Hwy,Wexford,PA,15090,40.597963,-80.0456948,3,19,"Restaurants, American (New)"
QqVfWRqOO_exljN8IWgeLQ,Shawarma Brothers,1808 Portage Trl,Cuyahoga Falls,OH,44223,41.14699,-81.5045464,5,78,"Restaurants, Mediterranean"
MgScNgEPoNExpCOwcgQR3g,LongHorn Steakhouse,20999 Center Ridge Rd,Rocky River,OH,44116,41.4614963334,-81.8521149967,3,53,"Restaurants, Steakhouses, Barbeque, American (Traditional)"
IR7jxb7CAhdT1MNdhpK9rw,Firehouse Grille & Pub,2768 Stark Dr,Willoughby Hills,OH,44094,41.586444,-81.442671,3.5,46,"American (New), Bars, Restaurants, American (Traditional), Pubs, Sports Bars, Nightlife"
qF-NiRVw5OPD_MPUJNlt9g,Arby's,2115 Warrensville Ctr Rd,Cleveland,OH,44121,41.5022212,-81.5359225,3,3,"Fast Food, Restaurants, Sandwiches"
FRLsAoFLBd7qH4N5YAoh5w,Red Onion Hoagies & Pizza,2925 S Park Rd,Bethel Park,PA,15102,40.3277624,-80.0402908,4,16,"Pizza, Food Delivery Services, Sandwiches, Restaurants, Food, Burgers, Italian"
MASMoYbcWPQ_eLjzaujZiA,Applebee's Grill + Bar,3938 Medina Rd,Akron,OH,44333,41.1353967,-81.640996,2.5,17,"Burgers, Bars, Steakhouses, American (Traditional), Sports Bars, Nightlife, Restaurants"
AWL3aobRhxf45LPe_5BEqA,Pizza Hut,70 Barrington Town Square Dr,Aurora,OH,44202,41.3200649248,-81.3480358225,2.5,5,"Chicken Wings, Restaurants, Pizza, Italian"
3N6cRLLJnrFU31G66WHlfQ,Miles Farmers Market,28560 Miles Rd,Solon,OH,44139,41.4234589,-81.4767808,4,61,"Food, Bakeries, Specialty Food, Fruits & Veggies, Event Planning & Services, Farmers Market, Grocery, Beer, Wine & Spirits, Delis, Caterers, Restaurants"
wSAGILK2CFbq5BVZ5D67-A,Adega,2017 E 9th St,Cleveland,OH,44115,41.49989,-81.685944,4,172,"Hotels, Event Planning & Services, Mediterranean, Nightlife, Bars, Hotels & Travel, Food, Lounges, Beer, Wine & Spirits, Greek, Breakfast & Brunch, Restaurants"
5O1l8b23r6GIIr2ZHy6nkg,Zeppe's Pizzeria,"320 Broadway Ave, Ste A",Bedford,OH,44146,41.3995343,-81.5459114,2.5,11,"Pasta Shops, Pizza, Restaurants, Italian, Food, Event Planning & Services, Specialty Food, Caterers, Chicken Wings"
bJGtHxejEJboO2o_DtaPEQ,Applebee's Grill + Bar,4039 Washington Rd,McMurray,PA,15317,40.2679797,-80.12834,2.5,19,"Bars, Sports Bars, Nightlife, American (Traditional), Burgers, Restaurants, Steakhouses"
H07XWxoGb3dMnSfdiZgrBA,Chicago Deli,34390 Aurora Rd,Solon,OH,44139,41.384056,-81.435055,3.5,81,"Soup, Delis, Sandwiches, Restaurants"
lQMZ2Rd0jGf1ZpekZpr1MA,China Sea,417 E 200th St,Euclid,OH,44119,41.5946437,-81.5398781,4,22,"Restaurants, Chinese"
iMGGM-WVNKep9c6bgRYjpA,Naf Naf Grill,6714 Rockside Rd,Independence,OH,44131,41.3943470747,-81.643169474,4,78,"Restaurants, Mediterranean, Salad, Falafel, Middle Eastern"
Y82DnGemuGD0WTsF50-cpA,Joe's Bar and Restaurant,40980 Butternut Pk Ct,Elyria,OH,44035,41.3153616923,-82.1192564294,4.5,3,"Burgers, Chicken Wings, American (Traditional), Bars, Sandwiches, Nightlife, Restaurants"
nlwEqj2BwPATfrX_4kkd3g,Rogue BBQ PGH,825 Commonwealth Ave,West Mifflin,PA,15122,40.377935,-79.885376,3.5,6,"Food, Event Planning & Services, Barbeque, Caterers, Street Vendors, Restaurants"
3ed7T7HvUJUnPf6jDmys9A,Fun Asian Bistro,11655 Frankstown Rd,Pittsburgh,PA,15235,40.4662589,-79.8270294,4.5,27,"Asian Fusion, Restaurants"
GV5jI4xbBLNiqujLIFrcuw,China House,333 Allegheny Ave,Oakmont,PA,15139,40.5159282,-79.8437835,4,20,"Restaurants, Food, Chinese"
MP0SNMrYp1m0-KOW7uPeGA,Little City Grill,802 N Mantua St,Kent,OH,44240,41.1598873,-81.359595,4,30,"Soup, Beer, Wine & Spirits, American (Traditional), Restaurants, Food"
Gh752sLvWvzl_n-CHWYwyA,Milano's Pizza,3616 William Flynn Hwy,Allison Park,PA,15101,40.553858,-79.957986,4,22,"Restaurants, Salad, Chicken Wings, Pizza"
6sqfAMlX68kusvE_FsIr-w,Jimmy John's,501 Grant St,Pittsburgh,PA,15219,40.4397355,-79.9971547,3.5,41,"Delis, Fast Food, Sandwiches, Restaurants"
U8VBmn3BpDx9udmALk2TBg,Bob Evans,700 N Leavitt Rd,Amherst,OH,44001,41.4154886725,-82.2095829248,2.5,18,"Bed & Breakfast, Comfort Food, Salad, Breakfast & Brunch, American (Traditional), Hotels & Travel, Restaurants"
5q_zOkd2X8lU775IoUnxBQ,Sweet Buzz Bean & Bistro,3353 Rt 130,Harrison City,PA,15636,40.3550933347,-79.6515513495,4,42,"Coffee & Tea, Restaurants, Bagels, Food, American (Traditional), American (New), Hot Dogs, Bakeries, Breakfast & Brunch"
JS8zqTShTYXHvpsWYTaQ6A,Dive Bar & Grill,5147 Butler St,Pittsburgh,PA,15201,40.4796917,-79.9550961,4,130,"Dive Bars, American (Traditional), Nightlife, Bars, Restaurants"
IgGRqEUqSdpq8l73a8dgSw,AJ Bambino Pizzeria,910 Beaver Grade Rd,Coraopolis,PA,15108,40.5130958557,-80.2158889771,3,22,"Salad, Pizza, Italian, Food, Restaurants"
CZ8LgVpvieYAYXhUUZ-iHA,Atria's Restaurant & Tavern,5517 William Flynn Hwy,Gibsonia,PA,15044,40.6273735,-79.942398,2.5,26,"Caterers, Event Planning & Services, Food, Breakfast & Brunch, American (Traditional), Bars, Restaurants, Nightlife, Seafood"
_KaMPsrR7VMlQ-Dv2VArUA,Deanatella's Deli,7525 Granger Rd,Valley View,OH,44131,41.4144471,-81.6345535,5,23,"Restaurants, Italian"
SgwMaS67XFl8OWgm_Rkyzg,Romeo's Pizza,548 Miner Rd,Highland Heights,OH,44143,41.5527419,-81.4579895,4,12,"Pizza, Restaurants"
K6unI5ACMado5VoKID6Eng,Hook & Hoof New American Kitchen and Cocktail,4125 Erie St,Willoughby,OH,44094,41.640222,-81.40635,4.5,75,"Restaurants, Nightlife, Cocktail Bars, American (New), Bars"
p2TGNs5rNk-rRwr5PlVImQ,Tom + Chee,4101 E Royalton Rd,Broadview Heights,OH,44147,41.3145655,-81.6582629,3.5,32,"Salad, Soup, Sandwiches, Restaurants"
krG92vw8aYLBH4p6D-NecA,Windsor Pub,1322 E Tallmadge Ave,Akron,OH,44310,41.1015203,-81.4671763,3.5,16,"Nightlife, Burgers, Pubs, Bars, Restaurants, Dive Bars"
Q-1rmWpYHi-vglQZppSeKQ,McDonald's,23321 Broadway Ave,Oakwood Village,OH,44146,41.3676995787,-81.510207653,1.5,9,"Restaurants, Coffee & Tea, Burgers, Fast Food, Food"
RNkVt3T_3DQjXbXTM2DIjg,China Chef,"33382 Walker Rd, Ste F",Avon Lake,OH,44012,41.4940518,-82.0442893,2.5,19,"Restaurants, Soup, Chinese, Seafood"
WuxgvHDQ1aMIaAQ_1ciOXg,Beijing Garden,7995 Darrow Rd,Twinsburg,OH,44087,41.283934,-81.440302,3.5,27,"Restaurants, Chinese"
YX1v-SHu_q6WK56VGGALAw,Zoup!,4025 Richmond Rd,Warrensville Heights,OH,44122,41.4470864803,-81.4972728027,4,18,"Soup, Restaurants, Salad, Sandwiches"
h1fOnj8ofEmKM7U9JdCcGw,Prince of India,3614 5th Ave,Pittsburgh,PA,15213,40.4416275024,-79.9585952759,3,105,"Indian, Food, Food Delivery Services, Restaurants"
veU3mhOn8kF87VfE_JvKlg,Grandslam Pizza,417 Old Abers Creek Rd,Plum,PA,15239,40.4659202,-79.7053832,3.5,11,"Pizza, Restaurants, Cafeteria, Fast Food"
3tPemruVItQW12O3tYnsxg,Bylo Gyro Bob's,14007 Puritas Ave,Cleveland,OH,44135,41.4332682,-81.7905038,4.5,19,"Sandwiches, Restaurants"
6hLFmFmDKO39b9qsyeVx-A,The Lexus Club,1001 5th Ave,Pittsburgh,PA,15219,40.4393097,-79.9895529,3,6,"Restaurants, Venues & Event Spaces, Event Planning & Services, American (New)"
rwX4m8MkXbdcVFprNjX7jA,Freshly's,"34500 Euclid Ave, Ste 3",Willoughby,OH,44094,41.6239143,-81.4417201,4,34,"Greek, American (Traditional), Sandwiches, Restaurants"
d8cpM8aV90Esmd1rlRgVbg,Wendy's,234 E 222nd St,Euclid,OH,44123,41.6083384,-81.5272333,3,7,"Burgers, Restaurants, Fast Food"
XQ918GynxmfGImWK0SNKoA,Holiday Inn Cleveland-Strongsville,15471 Royalton Rd,Strongsville,OH,44136,41.3119515328,-81.8074444519,2.5,53,"Hotels & Travel, Restaurants, Hotels, Venues & Event Spaces, Event Planning & Services"
BOAe7eg0z9nezumZaLOi_A,Bomba Tacos & Rum,2101 Richmond Rd,Beachwood,OH,44122,41.5010649564,-81.4956113758,3.5,49,"Mexican, Restaurants, Latin American, Nightlife, Bars, Tacos"
kdA5JlSuysSCsphCWpoqpg,Mama Julianne's,10913 Prospect Rd,Strongsville,OH,44149,41.3316838,-81.8571743,4,20,"Pizza, Food Delivery Services, Restaurants, Italian, Food"
tMtMyryQBDWjm6P0zvBeXQ,Panera Bread,4065 Pearl Rd,Medina,OH,44256,41.16388,-81.861382,3,22,"Salad, Food, Sandwiches, Bagels, Restaurants, Soup, Breakfast & Brunch"
yOx4Epa3NDDxS-ExC5Ya3g,Kristina's Restaurant,9912 Lorain Ave,Cleveland,OH,44102,41.4672917964,-81.7523674319,3,8,"Sandwiches, Diners, American (Traditional), Restaurants, Burgers"
jTlcLfsSDGnHcbjL1aD9Zw,Forbes Gyro,3715 Forbes Ave,Pittsburgh,PA,15213,40.4414677,-79.9574362,3.5,55,"Food, American (New), Pizza, Restaurants, Ice Cream & Frozen Yogurt, Turkish, Middle Eastern"
Kxlt3ZNmTzbxRFYelWAmKA,China Chef,15200 Puritas Ave,Cleveland,OH,44135,41.435459,-81.8028408,3,12,"Restaurants, Chinese"
lKom12WnYEjH5FFemK3M1Q,Primanti Bros,46 18th St,Pittsburgh,PA,15222,40.4507064819,-79.9855880737,3.5,1234,"Sandwiches, Restaurants, Botanical Gardens, Sports Bars, Bars, Arts & Entertainment, Nightlife, American (New)"
j4170xdQJTwSvXFpsQzWtg,Rincón Criollo,6504 Detroit Ave,Cleveland,OH,44102,41.4842027,-81.7306169,3.5,78,"Mexican, Restaurants, Puerto Rican, Breakfast & Brunch, Caribbean, Latin American"
06DxO1hUPQJmtUzIbVNKwQ,Popeyes Louisiana Kitchen,2903 Clark Ave,Cleveland,OH,44109,41.4696595,-81.7016845,2,12,"Chicken Wings, American (Traditional), Restaurants, Fast Food, Chicken Shop"
OiCcesI28uoVgdYmO8VjXw,Big Boy Restaurant,12920 Brookpark Rd,Cleveland,OH,44130,41.4188318,-81.7800647,3,33,"Breakfast & Brunch, Restaurants, Sandwiches, Burgers"
w4a6TuFWArSc29dB51rPNA,Bar Cento,1948 W 25th St,Cleveland,OH,44113,41.484856,-81.70406,3.5,274,"Bars, Food, American (New), Gastropubs, Lounges, Nightlife, Pizza, Restaurants, Beer, Wine & Spirits"
GEkDYesNiLzMA4Ib0velBg,Potbelly Sandwich Shop,"11425 Euclid Ave, Unit 2",Cleveland,OH,44106,41.509531,-81.604837,3.5,27,"Food, Italian, Breakfast & Brunch, Sandwiches, Fast Food, Delis, Salad, Restaurants, Juice Bars & Smoothies, Soup, Desserts"
iNQQ0DkYQdRm0AtCwvoQxA,Jersey Mike's Subs,5255 Library Rd,Bethel Park,PA,15102,40.3323572,-80.021774,5,9,"Restaurants, Delis, Fast Food, Sandwiches"
pUSXdML1e4ThKmiqa1Wvmw,The Tavern,2299 Lee Rd,Cleveland Heights,OH,44118,41.498055486,-81.5654711351,3.5,66,"Nightlife, Bars, American (Traditional), Pubs, Breakfast & Brunch, Restaurants"
UefV-nqjYP3EUzubgtrIAw,Jersey Mike's Subs,7468 Broadview Rd,Parma,OH,44134,41.363004,-81.68527,3.5,15,"Fast Food, Delis, Sandwiches, Restaurants"
cX2Nr_XmGYlMaBW35M0sUg,Mabel's BBQ,2050 E 4th St,Cleveland,OH,44115,41.4989512054,-81.6902246154,4,776,"Restaurants, Bars, Barbeque, Nightlife"
aL8D2ko6lQ3oGGFeCqSPOw,B & J's Corned Beef Shoppe & Deli,9717 Lorain Ave,Cleveland,OH,44102,41.4677341,-81.750378,3.5,7,"Breakfast & Brunch, Diners, Restaurants, Delis"
AyH8VVj9CvGRCoCVsk-N5g,Ichiban Steakhouse & Sushi Bar,1500 Village Run Rd,Wexford,PA,15090,40.6335562,-80.0575352,3.5,50,"Steakhouses, Sushi Bars, Food, Restaurants, Japanese"
soPUpwqle3vkM1gl8Fel6w,Home Plate Pizza,3181 Washington Pike,Bridgeville,PA,15017,40.3440941,-80.1150904,4,12,"Pizza, Restaurants, Sandwiches"
T-lO5VHHDFhjh7c-zLe4Og,Jim's Open Kitchen,33779 Aurora Rd,Solon,OH,44139,41.3852216,-81.4386827,4,74,"American (Traditional), Restaurants"
