"","GoodForKids","RestaurantsReservations","Caters","RestaurantsTableService","RestaurantsTakeOut","RestaurantsPriceRange2","OutdoorSeating","BikeParking","HasTV","RestaurantsGoodForGroups","RestaurantsDelivery","BusinessAcceptsCreditCards","BusinessAcceptsBitcoin","ByAppointmentOnly","AcceptsInsurance","GoodForDancing","CoatCheck","HappyHour","WheelchairAccessible","DogsAllowed","DriveThru","AgesAllowed","Corkage","BYOB","Open24Hours","stars","reviewcount","state"
"1210",0,0,1,0,3,2,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,"OH"
"1211",3,2,3,0,3,2,1,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,"OH"
"1212",3,1,0,0,3,1,1,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,"PA"
"1213",3,1,3,1,3,1,1,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,181,"OH"
"1214",1,2,0,0,3,2,1,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38,"PA"
"1215",3,2,0,0,3,2,3,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,47,"OH"
"1216",3,2,3,0,3,1,1,3,1,3,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,78,"OH"
"1217",3,1,1,0,3,2,1,3,3,3,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,2.5,21,"OH"
"1218",1,1,1,0,3,1,1,3,3,3,1,3,1,0,0,2,0,0,0,0,0,0,0,0,0,4,45,"OH"
"1219",0,0,0,0,3,1,0,3,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,4.5,13,"OH"
"1220",3,1,3,1,3,1,1,1,1,3,1,3,1,0,0,0,0,0,2,1,0,0,0,0,0,4,19,"OH"
"1221",1,1,0,1,3,1,1,3,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,"PA"
"1222",3,1,3,3,3,1,3,3,1,1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,3.5,48,"PA"
"1223",1,2,3,3,3,2,3,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1133,"PA"
"1224",1,1,3,0,3,1,1,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,8,"OH"
"1225",3,1,0,0,3,2,1,1,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,4.5,9,"PA"
"1226",3,1,1,3,3,2,1,3,1,3,1,1,1,0,0,0,0,0,2,1,0,0,0,0,0,4.5,103,"PA"
"1227",3,0,1,1,3,1,3,3,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5,"PA"
"1228",3,2,3,0,3,2,1,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,88,"OH"
"1229",3,2,0,1,3,2,1,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,80,"OH"
"1230",3,1,0,0,3,1,1,1,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,4,"PA"
"1231",0,1,0,0,0,1,3,1,3,3,0,3,0,0,0,1,0,0,0,3,0,0,0,0,0,4.5,16,"PA"
"1232",0,0,3,0,3,1,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,13,"OH"
"1233",3,1,3,0,3,2,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,"OH"
"1234",1,2,0,0,3,2,3,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,46,"OH"
"1235",0,1,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,3,"PA"
"1236",1,2,3,3,3,2,3,1,3,3,1,3,0,0,0,2,1,3,2,0,0,0,0,0,0,3,19,"PA"
"1237",3,1,1,0,3,1,1,3,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,122,"OH"
"1238",3,1,0,0,3,2,1,1,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,"OH"
"1239",3,1,1,1,3,1,3,1,1,3,1,3,1,0,0,0,0,0,2,1,0,0,0,0,0,5,29,"PA"
"1240",0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3,"PA"
"1241",3,1,1,0,3,1,1,1,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,43,"OH"
"1242",3,1,1,3,3,1,1,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,58,"OH"
"1243",1,2,0,0,3,1,3,3,3,3,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,3,46,"PA"
"1244",0,0,1,0,3,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,"OH"
"1245",0,0,0,0,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,7,"PA"
"1246",1,1,3,3,3,2,1,3,3,3,1,3,1,0,0,0,1,3,2,1,0,0,0,0,0,4.5,366,"PA"
"1247",3,1,3,3,3,2,3,1,3,3,1,3,0,0,0,0,0,0,2,3,0,0,0,0,0,4,489,"PA"
"1248",3,1,1,0,3,2,3,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,21,"OH"
"1249",3,1,3,0,3,1,1,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,"PA"
"1250",3,2,1,0,3,2,3,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,"OH"
"1251",0,0,0,0,0,2,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,"OH"
"1252",1,1,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,"OH"
"1253",3,1,3,0,3,1,1,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,47,"PA"
"1254",3,1,1,3,3,2,1,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,177,"PA"
"1255",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3,"PA"
"1256",3,1,3,1,3,1,3,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,3,"PA"
"1257",3,2,3,3,3,2,1,3,3,3,1,3,1,0,0,1,1,3,2,1,0,0,0,0,0,2,8,"PA"
"1258",3,1,1,0,3,1,1,3,3,3,1,3,0,0,0,1,1,3,0,0,0,0,0,0,0,3.5,295,"PA"
"1259",3,1,0,0,3,1,1,1,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,7,"OH"
"1260",3,1,0,0,3,1,3,3,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,17,"OH"
"1261",3,1,3,0,3,2,3,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,"PA"
"1262",3,2,3,0,3,2,1,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40,"OH"
"1263",0,0,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,9,"PA"
"1264",0,0,1,0,1,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,"PA"
"1265",3,2,3,3,3,2,3,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,196,"OH"
"1266",3,1,1,0,3,2,1,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,64,"PA"
"1267",0,0,0,3,3,2,1,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,16,"OH"
"1268",3,1,1,0,3,2,1,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,171,"PA"
"1269",0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,3,"OH"
"1270",3,1,0,0,3,2,3,3,1,1,3,3,0,0,0,0,0,0,1,3,0,0,0,0,0,4.5,47,"OH"
"1271",3,1,1,1,3,1,3,1,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,"PA"
"1272",3,1,0,0,3,1,3,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"OH"
"1273",1,1,1,3,3,2,3,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,234,"PA"
"1274",3,1,0,0,3,1,1,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,"OH"
"1275",3,1,1,3,3,1,1,1,1,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2.5,27,"OH"
"1276",1,2,1,3,1,3,1,1,1,3,1,3,1,0,0,1,1,3,2,1,0,0,0,0,0,4.5,142,"PA"
"1277",0,2,0,3,3,0,1,3,3,0,1,3,0,0,0,0,1,3,1,1,0,0,0,0,0,4.5,3,"PA"
"1278",3,2,3,0,3,2,3,3,3,3,1,3,0,0,0,1,1,3,0,0,0,0,0,0,0,3.5,79,"PA"
"1279",3,1,3,0,3,2,1,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,72,"PA"
"1280",3,1,0,1,3,1,1,0,0,1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,3.5,15,"PA"
"1281",3,1,1,0,3,2,0,1,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,"PA"
"1282",3,1,0,0,3,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,"PA"
"1283",1,2,3,0,3,3,3,3,3,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,59,"PA"
"1284",3,1,0,0,3,1,1,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,"OH"
"1285",3,1,3,0,3,2,1,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,31,"PA"
"1286",3,1,3,3,3,2,1,1,3,3,3,3,1,0,0,1,1,3,2,1,0,0,0,0,0,3.5,163,"OH"
"1287",1,1,1,0,3,2,3,3,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,15,"PA"
"1288",1,0,0,0,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,"OH"
"1289",0,1,1,0,3,0,1,1,3,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,"PA"
"1290",1,2,0,0,3,1,1,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,9,"PA"
"1291",3,2,3,0,3,2,1,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,39,"PA"
"1292",3,2,3,0,3,2,1,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,134,"PA"
"1293",3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,"OH"
"1294",3,2,3,3,3,2,1,3,3,3,3,3,1,0,0,0,0,0,2,1,0,0,0,0,0,4,78,"OH"
"1295",1,2,1,3,1,3,1,1,1,3,1,3,0,0,0,1,0,3,0,0,0,0,0,0,0,4,49,"OH"
"1296",3,1,1,0,3,1,1,1,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,"OH"
"1297",0,0,1,0,3,1,0,3,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,4.5,72,"OH"
"1298",3,2,0,3,3,2,1,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,62,"OH"
"1299",3,2,3,0,3,2,1,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,41,"OH"
"1300",3,2,3,3,3,2,1,1,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,"PA"
"1301",1,1,3,0,3,2,3,3,3,3,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,138,"OH"
"1302",3,1,3,0,3,1,1,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,50,"PA"
"1303",1,2,3,0,3,2,1,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,164,"OH"
"1304",3,1,3,1,3,2,1,3,1,1,1,3,1,0,0,0,0,0,2,0,0,0,0,0,0,4.5,202,"PA"
"1305",3,2,1,0,3,2,1,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2.5,176,"PA"
"1306",3,1,3,1,3,1,3,3,1,3,3,3,0,0,0,0,0,0,2,0,1,0,0,0,0,3.5,205,"OH"
"1307",3,2,3,1,3,1,1,3,1,3,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,4.5,62,"OH"
"1308",3,2,1,0,3,2,1,3,3,3,1,3,0,0,0,1,0,3,0,0,0,0,0,0,0,3.5,239,"PA"
"1309",3,0,0,3,3,1,1,0,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,"OH"
"1310",3,1,0,0,3,2,1,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,"OH"
"1311",3,1,3,0,3,1,3,3,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,43,"OH"
"1312",3,2,3,0,3,2,3,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,55,"OH"
"1313",3,1,3,0,3,2,1,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,66,"PA"
"1314",3,2,3,3,3,2,1,1,1,3,3,3,0,0,0,0,0,0,2,1,0,0,0,0,0,4,137,"PA"
"1315",3,0,0,0,3,1,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,"PA"
"1316",3,2,3,0,3,2,1,1,3,3,1,3,0,0,0,0,0,3,2,0,0,0,0,0,0,3.5,49,"PA"
"1317",1,2,3,0,3,2,3,3,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,37,"OH"
"1318",3,1,0,0,3,1,1,1,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,"PA"
"1319",1,1,1,3,1,2,3,3,3,3,1,3,1,0,0,0,0,0,2,0,0,0,0,0,0,4.5,82,"PA"
"1320",3,1,0,0,3,1,1,0,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,11,"PA"
"1321",1,2,1,1,1,1,1,3,3,3,1,3,1,0,0,1,1,3,2,0,0,0,0,0,0,4,69,"OH"
"1322",0,0,1,0,3,1,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,26,"OH"
"1323",1,2,3,0,3,1,3,3,3,3,1,3,0,0,0,0,0,3,2,0,0,0,0,0,0,2.5,27,"OH"
"1324",1,2,1,3,3,2,1,3,1,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,4.5,146,"PA"
"1325",1,2,1,0,3,2,3,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,98,"OH"
"1326",1,1,1,0,3,1,0,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,"OH"
"1327",3,1,0,0,3,1,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,"OH"
"1328",1,1,0,0,3,2,1,3,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,"OH"
"1329",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4,"PA"
"1330",3,2,3,0,3,2,1,3,3,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,309,"PA"
"1331",3,2,1,0,3,2,3,3,3,3,1,3,0,0,0,1,0,3,0,0,1,0,0,0,0,2.5,40,"OH"
"1332",3,1,3,0,3,1,3,1,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,67,"OH"
"1333",0,1,0,0,3,1,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,"OH"
"1334",3,1,3,0,3,2,3,3,3,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3.5,585,"PA"
"1335",1,2,1,0,3,2,1,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,"PA"
"1336",3,2,3,3,3,2,3,3,3,3,1,3,0,0,0,0,1,3,2,0,0,0,0,0,0,3,27,"OH"
"1337",1,1,1,3,3,2,3,1,3,3,1,3,0,0,0,1,1,3,0,0,0,0,0,0,0,3,14,"OH"
"1338",3,1,1,0,3,1,1,1,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,"OH"
"1339",3,2,3,0,3,2,1,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,66,"PA"
"1340",3,1,3,0,3,1,1,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,81,"OH"
"1341",3,1,3,1,3,1,1,3,3,3,3,3,1,0,0,0,0,0,2,3,0,0,0,0,0,3,12,"OH"
"1342",3,1,1,0,3,1,1,1,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,"OH"
"1343",3,2,3,0,3,2,1,1,3,3,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,4,35,"PA"
"1344",3,2,1,0,3,2,1,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,50,"OH"
"1345",0,2,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,"PA"
"1346",3,1,1,3,3,2,1,1,3,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3.5,271,"OH"
"1347",3,1,3,0,3,1,1,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,47,"PA"
"1348",3,1,1,3,3,2,1,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,34,"PA"
"1349",3,2,1,0,3,1,1,3,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,106,"PA"
"1350",1,1,3,3,3,2,3,3,1,3,1,3,0,0,0,1,0,3,0,0,0,0,0,0,0,3.5,27,"OH"
"1351",1,1,1,3,3,2,3,3,3,3,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,541,"OH"
"1352",0,1,1,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,"OH"
"1353",3,1,3,0,3,1,3,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37,"OH"
"1354",0,1,0,0,3,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,11,"PA"
"1355",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,"PA"
"1356",0,1,1,1,3,1,1,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,4,"OH"
"1357",3,1,3,0,3,1,1,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"OH"
"1358",3,1,0,0,3,0,1,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,12,"OH"
"1359",0,0,3,0,3,1,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,70,"PA"
"1360",1,2,1,0,3,2,3,3,3,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3.5,268,"OH"
"1361",1,1,1,0,3,1,1,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,"PA"
"1362",1,2,3,3,3,2,1,3,3,3,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3.5,129,"OH"
"1363",3,1,3,3,3,2,3,3,3,3,1,3,0,0,0,1,0,3,0,0,0,0,0,0,0,3,42,"PA"
"1364",3,1,3,1,3,1,3,3,1,3,1,3,1,0,0,0,0,0,1,1,0,0,0,0,0,4.5,43,"PA"
"1365",1,1,1,3,1,2,1,1,3,1,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,1.5,124,"OH"
"1366",0,0,1,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,17,"PA"
"1367",3,2,1,3,3,2,3,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,397,"PA"
"1368",3,1,0,0,3,1,0,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,14,"OH"
"1369",3,1,3,3,3,2,1,3,3,1,3,3,1,0,0,0,0,0,2,3,0,0,0,0,0,4,11,"PA"
"1370",0,0,3,0,3,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,18,"OH"
"1371",3,1,0,0,3,1,3,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,"OH"
"1372",3,2,1,0,3,2,3,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,"OH"
"1373",3,1,3,3,3,2,3,3,1,3,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,4,92,"OH"
"1374",3,1,1,0,3,1,1,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,"OH"
"1375",3,1,1,0,3,2,1,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,4,106,"PA"
"1376",3,1,3,0,3,1,1,3,3,3,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,3.5,8,"OH"
"1377",1,1,3,0,3,2,3,3,3,3,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,4,374,"OH"
"1378",3,1,1,0,3,2,1,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,13,"OH"
"1379",0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,"OH"
"1380",0,0,1,0,3,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,"PA"
"1381",3,1,3,0,3,2,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,184,"OH"
"1382",3,1,0,3,1,2,1,3,3,3,1,3,0,0,0,1,3,0,2,3,0,0,0,0,0,4,80,"PA"
"1383",3,1,3,0,3,2,1,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,46,"PA"
"1384",1,2,1,0,3,2,1,3,3,3,1,3,0,0,0,1,3,3,0,0,0,0,0,0,0,4,82,"OH"
"1385",3,1,3,0,3,1,3,3,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5,32,"OH"
"1386",3,2,3,0,3,2,1,1,1,3,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,4.5,81,"PA"
"1387",3,1,0,3,3,2,1,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,11,"OH"
"1388",3,2,1,0,3,2,3,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,48,"OH"
"1389",3,1,3,3,3,2,1,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,124,"PA"
"1390",3,1,3,1,3,1,1,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,"OH"
"1391",3,1,3,0,3,2,1,3,3,3,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,4.5,155,"OH"
"1392",3,2,3,0,3,2,3,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,54,"PA"
"1393",3,1,3,0,3,1,1,0,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,"PA"
"1394",3,1,0,0,3,2,1,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,"OH"
"1395",3,1,3,0,3,1,3,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,67,"OH"
"1396",3,1,3,0,3,2,1,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,"OH"
"1397",3,1,1,1,3,1,1,3,1,3,3,3,1,0,0,0,0,0,2,0,0,0,0,0,0,3,5,"PA"
"1398",0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,"PA"
"1399",3,1,3,1,3,2,1,0,1,0,3,3,1,0,0,0,0,0,2,1,0,0,0,0,0,4,9,"OH"
"1400",3,1,0,0,3,1,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,"OH"
"1401",3,1,0,0,3,1,1,0,1,1,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,2.5,15,"PA"
"1402",3,1,1,0,3,1,1,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,60,"OH"
"1403",3,1,1,3,3,1,1,1,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,50,"OH"
"1404",1,1,1,3,3,2,3,3,3,3,1,3,1,0,0,0,0,0,2,1,0,0,0,0,0,3.5,85,"PA"
"1405",3,2,3,0,3,2,1,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,158,"OH"
"1406",3,2,0,0,3,2,1,0,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5,35,"PA"
"1407",3,1,0,0,3,2,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,17,"OH"
"1408",3,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,3,"PA"
"1409",3,1,3,0,3,1,1,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,97,"PA"
"1410",3,2,1,0,3,2,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,"PA"
"1411",3,1,0,0,3,1,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,47,"OH"
"1412",1,0,0,0,3,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,"OH"
"1413",3,1,3,1,3,1,1,3,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,49,"PA"
"1414",3,1,1,0,3,1,1,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,"PA"
"1415",3,1,3,0,3,1,3,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,42,"OH"
"1416",3,2,1,3,3,2,3,1,3,3,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,3.5,73,"PA"
"1417",1,1,0,0,3,1,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,"OH"
"1418",1,2,1,0,3,3,3,1,1,3,1,3,0,0,0,1,0,0,2,0,0,0,0,0,0,4.5,52,"OH"
"1419",3,1,3,0,3,1,1,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,55,"PA"
"1420",3,1,0,0,3,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,5,"OH"
"1421",3,2,1,0,3,2,1,0,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,"OH"
"1422",0,0,0,0,0,2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,"PA"
"1423",0,2,1,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,36,"OH"
"1424",1,2,3,3,3,3,1,3,3,3,1,3,0,0,0,1,3,3,0,0,0,0,0,0,0,3.5,27,"PA"
